year,iso_code,country,co2,population,share_co2,share_tmp_ghg,tmp_change_co2,tmp_change_ghg,gdp,kyoto_ratification_year,kyoto_us_ratification_year,paris_ratification_year,kyoto_dummy,kyoto_us_dummy,paris_dummy,time,ln_co2,ln_population,ln_share_co2,ln_share_tmp_ghg,ln_tmp_change_co2,ln_tmp_change_ghg,ln_gdp,zln_co2,zln_population,zln_share_co2,zln_share_tmp_ghg,zln_tmp_change_co2,zln_gdp,Kyoto_and_Paris,None,time_kyoto,time_paris,time_kyoto_us,continent,UN_region,hdicode,development_status,developing,developed,developed_kyoto,developed_paris,developing_kyoto,developing_paris,income,high_income,low_income,high_kyoto,high_paris,low_kyoto,low_paris,hdi_very_high,hdi_high,hdi_medium,hdi_low,h_income,um_income,lm_income,l_income,kyoto_high,paris_high,kyoto_low,paris_low,kyoto_um,paris_um,kyoto_lm,paris_lm,vh_hdi,h_hdi,m_hdi,l_hdi,kyoto_vh,paris_vh,kyoto_h,paris_h,kyoto_m,paris_m,kyoto_l,paris_l,composite_hdi,vh_h,ln_co2_lag1
2015,CZE,Czechia,105.001,10524419,0.297,0.387,0.005,0.006,2624180000000.0,2001,2001,2017,1,1,0,26,4.653970826,16.16920873,-1.213686497,-0.949072221,-5.278514739,-5.099466508,28.59579056,0.97167751,0.376737827,0.890899262,0.618132277,1.110919274,0.779482068,0,0,26,0,26,Europe,Eastern Europe,Very High,Developed,0,1,1,0,0,0,High income,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,4.64675445
2016,CZE,Czechia,106.648,10531947,0.301,0.384,0.005,0.006,2727360000000.0,2001,2001,2017,1,1,0,27,4.669534629,16.16992377,-1.200312843,-0.956852344,-5.278514739,-5.099466508,28.63435492,0.977703885,0.377054713,0.896028151,0.614384083,1.110919274,0.790773369,0,0,27,0,27,Europe,Eastern Europe,Very High,Developed,0,1,1,0,0,0,High income,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,4.653970826
2017,CZE,Czechia,107.746,10541343,0.299,0.381,0.005,0.006,2911320000000.0,2001,2001,2017,1,1,1,28,4.679777533,16.17081551,-1.206977313,-0.964693471,-5.278514739,-5.099466508,28.69962921,0.981669984,0.377449913,0.89347228,0.6106065,1.110919274,0.809885102,1,0,28,28,28,Europe,Eastern Europe,Very High,Developed,0,1,1,1,0,0,High income,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,4.669534629
2018,CZE,Czechia,106.336,10548935,0.29,0.378,0.005,0.006,3069900000000.0,2001,2001,2017,1,1,1,29,4.666604833,16.17153546,-1.237529588,-0.972596568,-5.278514739,-5.099466508,28.75266493,0.976569455,0.377768978,0.881755271,0.606799062,1.110919274,0.825413488,1,0,29,29,29,Europe,Eastern Europe,Very High,Developed,0,1,1,1,0,0,High income,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,4.679777533
2019,CZE,Czechia,101.009,10554871,0.272,0.375,0.005,0.006,3286500000000.0,2001,2001,2017,1,1,1,30,4.615210612,16.17209802,-1.301585633,-0.980562622,-5.278514739,-5.099466508,28.82084546,0.956669378,0.378018288,0.857189332,0.602961293,1.110919274,0.845376142,1,0,30,30,30,Europe,Eastern Europe,Very High,Developed,0,1,1,1,0,0,High income,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,4.666604833
2020,CZE,Czechia,91.674,10550130,0.261,0.372,0.005,0.006,3237400000000.0,2001,2001,2017,1,1,1,31,4.518239897,16.17164874,-1.342851803,-0.988592644,-5.278514739,-5.099466508,28.80579303,0.919121876,0.377819179,0.841363469,0.599092707,1.110919274,0.840968921,1,0,31,31,31,Europe,Eastern Europe,Very High,Developed,0,1,1,1,0,0,High income,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,4.615210612
1991,CIV,Côte d'Ivoire,4.309,12683875,0.019,0.311,0.003,0.003,1506990000000.0,2007,2007,2016,0,0,0,2,1.460729066,16.35584206,-3.958066944,-1.167640875,-5.776353167,-5.776353167,28.04113777,-0.264760247,0.459449209,-0.161589725,0.512833476,0.843744497,0.617084669,0,1,0,0,0,Africa,Western Africa,Low,developing,1,0,0,0,0,0,Lower middle income,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.564879781
1992,CIV,Côte d'Ivoire,3.844,13200312,0.017,0.313,0.003,0.003,1503520000000.0,2007,2007,2016,0,0,0,3,1.346539505,16.39575102,-4.068676815,-1.161232651,-5.776353167,-5.776353167,28.03882812,-0.308974965,0.477135898,-0.20400938,0.515920737,0.843744497,0.616408425,0,1,0,0,0,Africa,Western Africa,Low,developing,1,0,0,0,0,0,Lower middle income,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.460729066
1993,CIV,Côte d'Ivoire,5.093,13735955,0.022,0.315,0.003,0.003,1592000000000.0,2007,2007,2016,0,0,0,4,1.627886683,16.43552741,-3.81217767,-1.15486523,-5.776353167,-5.776353167,28.09601255,-0.200036056,0.49476383,-0.105640174,0.518988339,0.843744497,0.633151517,0,1,0,0,0,Africa,Western Africa,Low,developing,1,0,0,0,0,0,Lower middle income,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.346539505
1994,CIV,Côte d'Ivoire,4.133,14287212,0.018,0.316,0.003,0.003,2336890000000.0,2007,2007,2016,0,0,0,5,1.419027731,16.47487543,-4.011843341,-1.15169666,-5.776353167,-5.776353167,28.47984206,-0.280907194,0.512201924,-0.182213347,0.520514847,0.843744497,0.745533381,0,1,0,0,0,Africa,Western Africa,Low,developing,1,0,0,0,0,0,Lower middle income,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.627886683
1995,CIV,Côte d'Ivoire,6.225,14855566,0.026,0.317,0.003,0.003,2776770000000.0,2007,2007,2016,0,0,0,6,1.828589506,16.51388517,-3.645819965,-1.148538097,-5.776353167,-5.776353167,28.65230855,-0.122323009,0.529490098,-0.041840837,0.522036532,0.843744497,0.796030032,0,1,0,0,0,Africa,Western Africa,Low,developing,1,0,0,0,0,0,Lower middle income,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.419027731
1996,CIV,Côte d'Ivoire,7.526,15442322,0.031,0.318,0.003,0.003,4656790000000.0,2007,2007,2016,0,0,0,7,2.018376979,16.55262248,-3.47054746,-1.14538948,-5.776353167,-5.776353167,29.16934722,-0.048836434,0.546657539,0.025377387,0.523553427,0.843744497,0.947414354,0,1,0,0,0,Africa,Western Africa,Low,developing,1,0,0,0,0,0,Lower middle income,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.828589506
1997,CIV,Côte d'Ivoire,7.211,16047178,0.03,0.318,0.003,0.004,5304220000000.0,2007,2007,2016,0,0,0,8,1.975621506,16.59104357,-3.503230107,-1.14538948,-5.776353167,-5.496768305,29.29952382,-0.065391549,0.563684836,0.012843365,0.523553427,0.843744497,0.985528903,0,1,0,0,0,Africa,Western Africa,Low,developing,1,0,0,0,0,0,Lower middle income,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.018376979
1998,CIV,Côte d'Ivoire,6.755,16663948,0.028,0.318,0.003,0.004,5827240000000.0,2007,2007,2016,0,0,0,9,1.910297775,16.62875814,-3.571985703,-1.14538948,-5.776353167,-5.496768305,29.39356466,-0.090685195,0.580399025,-0.013524884,0.523553427,0.843744497,1.013063222,0,1,0,0,0,Africa,Western Africa,Low,developing,1,0,0,0,0,0,Lower middle income,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.975621506
1999,CIV,Côte d'Ivoire,6.092,17215937,0.025,0.318,0.003,0.004,5850780000000.0,2007,2007,2016,0,0,0,10,1.80699285,16.66134608,-3.684887433,-1.14538948,-5.776353167,-5.496768305,29.39759587,-0.130685332,0.594841213,-0.056823483,0.523553427,0.843744497,1.014243526,0,1,0,0,0,Africa,Western Africa,Low,developing,1,0,0,0,0,0,Lower middle income,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.910297775
2000,CIV,Côte d'Ivoire,6.634,17699006,0.026,0.317,0.003,0.004,5928050000000.0,2007,2007,2016,0,0,0,11,1.892223014,16.68901904,-3.645819965,-1.148538097,-5.776353167,-5.496768305,29.41071576,-0.097683824,0.607105199,-0.041840837,0.522036532,0.843744497,1.018084914,0,1,0,0,0,Africa,Western Africa,Low,developing,1,0,0,0,0,0,Lower middle income,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.80699285
2001,CIV,Côte d'Ivoire,7.65,18178920,0.03,0.317,0.003,0.004,6198190000000.0,2007,2007,2016,0,0,0,12,2.03471872,16.71577324,-3.503230107,-1.148538097,-5.776353167,-5.496768305,29.45527898,-0.042508838,0.618962015,0.012843365,0.522036532,0.843744497,1.031132628,0,1,0,0,0,Africa,Western Africa,Low,developing,1,0,0,0,0,0,Lower middle income,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.892223014
2002,CIV,Côte d'Ivoire,7.45,18654774,0.028,0.316,0.003,0.004,6304660000000.0,2007,2007,2016,0,0,0,13,2.008227455,16.74161265,-3.571985703,-1.15169666,-5.776353167,-5.496768305,29.47231038,-0.052766376,0.630413417,-0.013524884,0.520514847,0.843744497,1.036119269,0,1,0,0,0,Africa,Western Africa,Low,developing,1,0,0,0,0,0,Lower middle income,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.03471872
2003,CIV,Côte d'Ivoire,5.301,19125546,0.019,0.315,0.003,0.004,6204680000000.0,2007,2007,2016,0,0,0,14,1.667914346,16.76653549,-3.958066944,-1.15486523,-5.776353167,-5.496768305,29.45632502,-0.184537163,0.641458616,-0.161589725,0.518988339,0.843744497,1.031438899,0,1,0,0,0,Africa,Western Africa,Low,developing,1,0,0,0,0,0,Lower middle income,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.008227455
2004,CIV,Côte d'Ivoire,7.386,19594996,0.026,0.313,0.003,0.004,6243330000000.0,2007,2007,2016,0,0,0,15,1.999599855,16.79078479,-3.645819965,-1.161232651,-5.776353167,-5.496768305,29.46253496,-0.056107022,0.65220532,-0.041840837,0.515920737,0.843744497,1.033257113,0,1,0,0,0,Africa,Western Africa,Low,developing,1,0,0,0,0,0,Lower middle income,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.667914346
2005,CIV,Côte d'Ivoire,7.564,20068468,0.026,0.312,0.003,0.004,6383020000000.0,2007,2007,2016,0,0,0,16,2.023413371,16.81466039,-3.645819965,-1.16443163,-5.776353167,-5.496768305,29.48466172,-0.046886321,0.662786409,-0.041840837,0.514379579,0.843744497,1.039735632,0,1,0,0,0,Africa,Western Africa,Low,developing,1,0,0,0,0,0,Lower middle income,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.999599855
2006,CIV,Côte d'Ivoire,6.887,20546810,0.022,0.31,0.003,0.004,6651910000000.0,2007,2007,2016,0,0,0,17,1.929650097,16.83821626,-3.81217767,-1.170860453,-5.776353167,-5.496768305,29.52592496,-0.083191888,0.673225802,-0.105640174,0.511282395,0.843744497,1.051817141,0,1,0,0,0,Africa,Western Africa,Low,developing,1,0,0,0,0,0,Lower middle income,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.023413371
2007,CIV,Côte d'Ivoire,6.653,21030560,0.021,0.309,0.004,0.004,6932990000000.0,2007,2007,2016,1,1,0,18,1.895082911,16.86148718,-3.858482239,-1.17409043,-5.496768305,-5.496768305,29.56731197,-0.096576459,0.683538912,-0.123398298,0.509726304,0.993789208,1.063934888,0,0,18,0,18,Africa,Western Africa,Low,developing,1,0,0,0,1,0,Lower middle income,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1.929650097
2008,CIV,Côte d'Ivoire,6.713,21514445,0.021,0.307,0.004,0.004,7652290000000.0,2007,2007,2016,1,1,0,19,1.904060841,16.88423513,-3.858482239,-1.180581852,-5.496768305,-5.496768305,29.66602619,-0.093100164,0.693620255,-0.123398298,0.506598962,0.993789208,1.092837533,0,0,19,0,19,Africa,Western Africa,Low,developing,1,0,0,0,1,0,Lower middle income,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1.895082911
2009,CIV,Côte d'Ivoire,5.66,21997937,0.018,0.305,0.004,0.004,8024280000000.0,2007,2007,2016,1,1,0,20,1.73344156,16.90645923,-4.011843341,-1.187115687,-5.496768305,-5.496768305,29.71349313,-0.159164727,0.703469442,-0.182213347,0.503451187,0.993789208,1.106735431,0,0,20,0,20,Africa,Western Africa,Low,developing,1,0,0,0,1,0,Lower middle income,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1.904060841
2010,CIV,Côte d'Ivoire,6.225,22488068,0.019,0.302,0.004,0.004,8701510000000.0,2007,2007,2016,1,1,0,21,1.828589506,16.92849542,-3.958066944,-1.196997191,-5.496768305,-5.496768305,29.79451796,-0.122323009,0.713235345,-0.161589725,0.498690621,0.993789208,1.13045878,0,0,21,0,21,Africa,Western Africa,Low,developing,1,0,0,0,1,0,Lower middle income,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1.73344156
2011,CIV,Côte d'Ivoire,6.523,22982002,0.019,0.3,0.004,0.004,8702980000000.0,2007,2007,2016,1,1,0,22,1.875349723,16.95022195,-3.958066944,-1.203639527,-5.496768305,-5.496768305,29.79468679,-0.10421724,0.722864019,-0.161589725,0.495490574,0.993789208,1.130508213,0,0,22,0,22,Africa,Western Africa,Low,developing,1,0,0,0,1,0,Lower middle income,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1.828589506
2012,CIV,Côte d'Ivoire,8.54,23467082,0.024,0.299,0.004,0.004,9330430000000.0,2007,2007,2016,1,1,0,23,2.144772717,16.97110923,-3.725543438,-1.206977313,-5.496768305,-5.496768305,29.86430271,0.000104571,0.732120759,-0.072415344,0.493882544,0.993789208,1.150891134,0,0,23,0,23,Africa,Western Africa,Low,developing,1,0,0,0,1,0,Lower middle income,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1.875349723
2013,CIV,Côte d'Ivoire,9.68,23939775,0.027,0.298,0.004,0.004,10628700000000.0,2007,2007,2016,1,1,0,24,2.270072232,16.99105186,-3.608221551,-1.210326278,-5.496768305,-5.496768305,29.99458331,0.048621114,0.74095885,-0.027421584,0.492269129,0.993789208,1.189036134,0,0,24,0,24,Africa,Western Africa,Low,developing,1,0,0,0,1,0,Lower middle income,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2.144772717
2014,CIV,Côte d'Ivoire,9.903,24527392,0.028,0.297,0.004,0.004,12133500000000.0,2007,2007,2016,1,1,0,25,2.292847839,17.01530109,-3.571985703,-1.213686497,-5.496768305,-5.496768305,30.12699031,0.057439933,0.751705524,-0.013524884,0.490650292,0.993789208,1.227803725,0,0,25,0,25,Africa,Western Africa,Low,developing,1,0,0,0,1,0,Lower middle income,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2.270072232
2015,CIV,Côte d'Ivoire,9.555,25246346,0.027,0.296,0.004,0.004,13625000000000.0,2007,2007,2016,1,1,0,26,2.257075043,17.04419199,-3.608221551,-1.217058044,-5.496768305,-5.496768305,30.24292923,0.043588543,0.764509273,-0.027421584,0.489025998,0.993789208,1.261749609,0,0,26,0,26,Africa,Western Africa,Low,developing,1,0,0,0,1,0,Lower middle income,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2.292847839
2016,CIV,Côte d'Ivoire,11.983,25989404,0.034,0.295,0.004,0.004,14431100000000.0,2007,2007,2016,1,1,1,27,2.483497324,17.07319947,-3.378457895,-1.220440997,-5.496768305,-5.496768305,30.30040441,0.131260282,0.777364689,0.060694376,0.487396208,0.993789208,1.278577827,1,0,27,27,27,Africa,Western Africa,Low,developing,1,0,0,0,1,1,Lower middle income,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,2.257075043
2017,CIV,Côte d'Ivoire,12.002,26733377,0.033,0.295,0.004,0.004,15338900000000.0,2007,2007,2016,1,1,1,28,2.485081634,17.10142342,-3.408221997,-1.220440997,-5.496768305,-5.496768305,30.36141468,0.131873734,0.789872859,0.049279636,0.487396208,0.993789208,1.296441094,1,0,28,28,28,Africa,Western Africa,Low,developing,1,0,0,0,1,1,Lower middle income,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,2.483497324
2018,CIV,Côte d'Ivoire,10.415,27464175,0.028,0.294,0.004,0.005,16349600000000.0,2007,2007,2016,1,1,1,29,2.343256676,17.12839299,-3.571985703,-1.223835433,-5.496768305,-5.278514739,30.42522717,0.076958464,0.80182512,-0.013524884,0.485760886,0.993789208,1.315124822,1,0,29,29,29,Africa,Western Africa,Low,developing,1,0,0,0,1,1,Lower middle income,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,2.485081634
2019,CIV,Côte d'Ivoire,10.535,28193014,0.028,0.293,0.004,0.005,17794100000000.0,2007,2007,2016,1,1,1,30,2.354712539,17.15458477,-3.571985703,-1.227241431,-5.496768305,-5.278514739,30.50988916,0.081394227,0.813432688,-0.013524884,0.484119994,0.993789208,1.339913099,1,0,30,30,30,Africa,Western Africa,Low,developing,1,0,0,0,1,1,Lower middle income,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,2.343256676
2020,CIV,Côte d'Ivoire,11.016,28915452,0.031,0.292,0.004,0.005,18245400000000.0,2007,2007,2016,1,1,1,31,2.399357839,17.17988668,-3.47054746,-1.23065907,-5.496768305,-5.278514739,30.53493256,0.09868109,0.824645882,0.025377387,0.482473495,0.993789208,1.347245582,1,0,31,31,31,Africa,Western Africa,Low,developing,1,0,0,0,1,1,Lower middle income,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,2.354712539
1991,DNK,Denmark,64.093,5154346,0.276,0.221,0.002,0.002,599347000000.0,2002,2002,2016,0,0,0,2,4.160336714,15.4553508,-1.28699216,-1.509140191,-6.165817934,-6.165817934,27.11910657,0.780540133,0.060373233,0.86278603,0.348310944,0.634730575,0.347122142,0,1,0,0,0,Europe,Northern Europe,Very High,Developed,0,1,0,0,0,0,High income,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3.979010401
1992,DNK,Denmark,58.315,5171371,0.259,0.22,0.002,0.002,619786000000.0,2002,2002,2016,0,0,0,3,4.065861065,15.4586484,-1.350541191,-1.51367329,-6.165817934,-6.165817934,27.15263983,0.743958731,0.061834648,0.838414535,0.346127054,0.634730575,0.356940384,0,1,0,0,0,Europe,Northern Europe,Very High,Developed,0,1,0,0,0,0,High income,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4.160336714
1993,DNK,Denmark,60.562,5188639,0.266,0.219,0.002,0.002,623030000000.0,2002,2002,2016,0,0,0,4,4.103669285,15.46198199,-1.323883101,-1.518227032,-6.165817934,-6.165817934,27.15785981,0.758598246,0.063312015,0.848638098,0.343933219,0.634730575,0.358468745,0,1,0,0,0,Europe,Northern Europe,Very High,Developed,0,1,0,0,0,0,High income,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4.065861065
1994,DNK,Denmark,64.661,5206190,0.281,0.219,0.002,0.002,664678000000.0,2002,2002,2016,0,0,0,5,4.169159784,15.46535886,-1.269044801,-1.518227032,-6.165817934,-6.165817934,27.22256807,0.783956466,0.064808564,0.869668967,0.343933219,0.634730575,0.377414749,0,1,0,0,0,Europe,Northern Europe,Very High,Developed,0,1,0,0,0,0,High income,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4.103669285
1995,DNK,Denmark,61.641,5233363,0.262,0.218,0.002,0.002,692283000000.0,2002,2002,2016,0,0,0,6,4.121328856,15.47056465,-1.339029169,-1.522801606,-6.165817934,-6.165817934,27.26325999,0.765436112,0.067115644,0.842829475,0.341729348,0.634730575,0.38932898,0,1,0,0,0,Europe,Northern Europe,Very High,Developed,0,1,0,0,0,0,High income,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4.169159784
1996,DNK,Denmark,74.887,5263072,0.309,0.218,0.002,0.002,724228000000.0,2002,2002,2016,0,0,0,7,4.315981646,15.47622544,-1.17409043,-1.522801606,-6.165817934,-6.165817934,27.30837156,0.84080656,0.069624372,0.906084629,0.341729348,0.634730575,0.402537246,0,1,0,0,0,Europe,Northern Europe,Very High,Developed,0,1,0,0,0,0,High income,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4.121328856
1997,DNK,Denmark,65.425,5285041,0.268,0.217,0.002,0.002,759734000000.0,2002,2002,2016,0,0,0,8,4.180905977,15.48039094,-1.316395234,-1.527397202,-6.165817934,-6.165817934,27.35623372,0.788504645,0.071470416,0.851509747,0.339515349,0.634730575,0.416550861,0,1,0,0,0,Europe,Northern Europe,Very High,Developed,0,1,0,0,0,0,High income,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4.315981646
1998,DNK,Denmark,61.226,5304264,0.252,0.216,0.002,0.002,785468000000.0,2002,2002,2016,0,0,0,9,4.114573569,15.48402158,-1.377929445,-1.532014015,-6.165817934,-6.165817934,27.38954581,0.762820435,0.073079432,0.827910949,0.337291129,0.634730575,0.426304346,0,1,0,0,0,Europe,Northern Europe,Very High,Developed,0,1,0,0,0,0,High income,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4.180905977
1999,DNK,Denmark,58.642,5321814,0.236,0.215,0.002,0.002,820189000000.0,2002,2002,2016,0,0,0,10,4.071452869,15.48732478,-1.443499835,-1.536652243,-6.165817934,-6.165817934,27.4328012,0.746123903,0.074543329,0.802764248,0.335056592,0.634730575,0.438969137,0,1,0,0,0,Europe,Northern Europe,Very High,Developed,0,1,0,0,0,0,High income,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4.114573569
2000,DNK,Denmark,54.296,5339660,0.213,0.214,0.002,0.002,871325000000.0,2002,2002,2016,0,0,0,11,3.994452401,15.49067254,-1.54599374,-1.541312083,-6.165817934,-6.165817934,27.49328083,0.716308971,0.076026975,0.763457123,0.332811642,0.634730575,0.456677035,0,1,0,0,0,Europe,Northern Europe,Very High,Developed,0,1,0,0,0,0,High income,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4.071452869
2001,DNK,Denmark,55.886,5358825,0.217,0.213,0.002,0.002,897382000000.0,2002,2002,2016,0,0,0,12,4.023315691,15.49425529,-1.527397202,-1.54599374,-6.165817934,-6.165817934,27.52274708,0.727484968,0.077614765,0.770589025,0.330556182,0.634730575,0.465304492,0,1,0,0,0,Europe,Northern Europe,Very High,Developed,0,1,0,0,0,0,High income,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3.994452401
2002,DNK,Denmark,55.544,5375966,0.211,0.212,0.002,0.003,919257000000.0,2002,2002,2016,1,1,0,13,4.0171773,15.49744884,-1.555423324,-1.550697417,-6.165817934,-5.776353167,27.54683149,0.725108155,0.079030066,0.759840812,0.328290113,0.634730575,0.472356192,0,0,13,0,13,Europe,Northern Europe,Very High,Developed,0,1,1,0,0,0,High income,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,4.023315691
2003,DNK,Denmark,60.638,5390622,0.219,0.211,0.002,0.003,934996000000.0,2002,2002,2016,1,1,0,14,4.104923408,15.50017134,-1.518227032,-1.555423324,-6.165817934,-5.776353167,27.56380785,0.759083848,0.080236612,0.774105849,0.326013335,0.634730575,0.47732672,0,0,14,0,14,Europe,Northern Europe,Very High,Developed,0,1,1,0,0,0,High income,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,4.0171773
